train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
3.5559747095231886,0.03206168831168831,3.5529659568489373,0.03814935064935065,0.001
3.538134599660898,0.04667207792207792,3.5178997454705176,0.06493506493506493,0.001
3.4685576674226044,0.078125,3.4093448465520684,0.09659090909090909,0.001
3.3763836947354404,0.09375,3.3245894010964925,0.14123376623376624,0.001
3.25205989627095,0.14265422077922077,3.1940164163515163,0.15584415584415584,0.001
3.2539578784595835,0.12520292207792208,3.203330677825135,0.16152597402597402,0.001
3.25619498166171,0.1422483766233766,3.315694945199149,0.12337662337662338,0.001
3.2983398870988325,0.12621753246753248,3.2139133013688124,0.17207792207792208,0.001
3.1636197071570855,0.16112012987012986,3.0977985704099975,0.19155844155844157,0.001
3.0480604388497095,0.18790584415584416,2.958044974834888,0.24025974025974026,0.001
2.9246398659495565,0.22646103896103897,2.8502695065040093,0.2508116883116883,0.001
2.8444112214175137,0.2445211038961039,2.834797902540727,0.24594155844155843,0.001
2.886798648091106,0.2288961038961039,2.7996519200213545,0.25243506493506496,0.001
2.8393398198214443,0.24147727272727273,2.760479382106236,0.2824675324675325,0.001
2.8936242221237776,0.2252435064935065,2.9031817882091966,0.21834415584415584,0.001
2.988315944547777,0.19724025974025974,2.8287257219289805,0.2353896103896104,0.001
3.122311294852913,0.16741071428571427,3.319878417176086,0.11931818181818182,0.001
3.229226369362373,0.13494318181818182,3.2439577796242456,0.1314935064935065,0.001
3.2969193489520583,0.1075487012987013,3.2761732664975254,0.125,0.001
3.296150353047755,0.11708603896103896,3.2658414716844435,0.11444805194805195,0.001
3.2389969113585235,0.13352272727272727,3.2654721396309987,0.13555194805194806,0.0005
3.26624786698973,0.13291396103896103,3.288961782083883,0.11282467532467533,0.0005
3.257368230200433,0.12702922077922077,3.266510619745626,0.12256493506493507,0.0005
3.229460691476797,0.1434659090909091,3.2666197225644993,0.12256493506493507,0.0005
3.2651259899139404,0.1296672077922078,3.2392244741514133,0.1314935064935065,0.0005
3.2276602565468133,0.1442775974025974,3.2489475213088,0.13636363636363635,0.0005
3.2107269640092726,0.14793019480519481,3.243425886352341,0.13068181818181818,0.00025
3.2298413778280284,0.1422483766233766,3.2438164005031833,0.12743506493506493,0.00025
3.2344026132063433,0.14285714285714285,3.248286990376262,0.12337662337662338,0.00025
3.220922005640996,0.14549512987012986,3.234241504173774,0.13392857142857142,0.00025
3.2151204734653622,0.14671266233766234,3.230688968262115,0.13636363636363635,0.00025
3.212965980752722,0.1507711038961039,3.237357086949534,0.13068181818181818,0.00025
3.2167769159589494,0.14569805194805194,3.239994259623738,0.13555194805194806,0.000125
3.221672801228313,0.14590097402597402,3.232968912496195,0.1387987012987013,0.000125
3.2101013753321266,0.14691558441558442,3.224077521980583,0.14853896103896103,0.000125
3.207389193695861,0.14630681818181818,3.2228130086675866,0.14123376623376624,0.000125
3.199871475046331,0.14995941558441558,3.2152449744088307,0.14204545454545456,0.000125
3.199594126119242,0.1497564935064935,3.220107902180065,0.14123376623376624,0.000125
3.200708537906795,0.15178571428571427,3.221340996878488,0.14204545454545456,6.25e-05
3.1972465143575297,0.1515827922077922,3.2204996177128384,0.1461038961038961,6.25e-05
3.198157685143607,0.15401785714285715,3.224370374308004,0.14204545454545456,6.25e-05
3.2009868405082007,0.14752435064935066,3.2229747896070604,0.1396103896103896,6.25e-05
3.1979706751835812,0.15401785714285715,3.227361809123646,0.13717532467532467,6.25e-05
3.1943929226367507,0.15584415584415584,3.2234815900976006,0.137987012987013,6.25e-05
3.197763712375195,0.15665584415584416,3.2213746572469737,0.13474025974025974,3.125e-05
3.1976913569809553,0.15056818181818182,3.221694178395457,0.13474025974025974,3.125e-05
3.199520222552411,0.1523944805194805,3.2266995628158766,0.137987012987013,3.125e-05
3.2029983006514513,0.15219155844155843,3.223888223821467,0.137987012987013,3.125e-05
3.2047053467143667,0.15097402597402598,3.227491471674535,0.13555194805194806,3.125e-05
3.204478901702088,0.15178571428571427,3.2276477999501414,0.13717532467532467,3.125e-05
3.1975607345630594,0.15706168831168832,3.227255019274625,0.13474025974025974,1.5625e-05
3.203326262436904,0.15198863636363635,3.228293307415851,0.1396103896103896,1.5625e-05
3.2010369765294064,0.15117694805194806,3.2242796885502805,0.14042207792207792,1.5625e-05
3.197429951135214,0.1546266233766234,3.2224832448092373,0.13717532467532467,1.5625e-05
3.19808732069932,0.1546266233766234,3.2248870056945007,0.13636363636363635,1.5625e-05
3.197661557754913,0.153612012987013,3.2238955931230024,0.137987012987013,1.5625e-05
3.196947921406139,0.15685876623376624,3.222263936872606,0.137987012987013,1e-05
3.2012559996022807,0.15401785714285715,3.2272129801960734,0.137987012987013,1e-05
3.20111684365706,0.15036525974025974,3.224192662672563,0.137987012987013,1e-05
3.1983326441281803,0.1534090909090909,3.224154264895947,0.137987012987013,1e-05
3.199769961369502,0.14732142857142858,3.226439098259071,0.14123376623376624,1e-05
3.198568399850424,0.15178571428571427,3.2257553261595886,0.13717532467532467,1e-05
3.1972206134300727,0.1544237012987013,3.228513327511874,0.1396103896103896,1e-05
3.201356033226112,0.15016233766233766,3.2313284873962402,0.14123376623376624,1e-05
3.201772234656594,0.14772727272727273,3.2276702143929223,0.14042207792207792,1e-05
3.1992494069136583,0.1525974025974026,3.2243271555219377,0.137987012987013,1e-05
3.196055359654612,0.1544237012987013,3.222232115733159,0.137987012987013,1e-05
3.202202508975933,0.15219155844155843,3.227974897855288,0.1396103896103896,1e-05
3.1976194660384936,0.15137987012987014,3.221623795373099,0.14366883116883117,1e-05
3.1989821768426276,0.15767045454545456,3.221594188120458,0.1396103896103896,1e-05
3.1974376950945174,0.15280032467532467,3.226660288773574,0.1387987012987013,1e-05
3.195984862067483,0.15036525974025974,3.2256942383654708,0.1396103896103896,1e-05
3.201676062175206,0.15178571428571427,3.218630381992885,0.14042207792207792,1e-05
3.200665111665602,0.14833603896103897,3.2207978112357005,0.14366883116883117,1e-05
3.196869218504274,0.1552353896103896,3.221833606819054,0.1444805194805195,1e-05
3.197313788649324,0.15949675324675325,3.228894945863005,0.14042207792207792,1e-05
3.202198691182322,0.15117694805194806,3.2203728533410407,0.14123376623376624,1e-05
3.2000484125954762,0.15036525974025974,3.2209065734566034,0.1452922077922078,1e-05
3.199248078581575,0.1515827922077922,3.2246938556819766,0.1452922077922078,1e-05
3.1964988429825025,0.1544237012987013,3.2254512960260566,0.1396103896103896,1e-05
3.201621095855515,0.1507711038961039,3.2236821527604933,0.14285714285714285,1e-05
3.198414347388528,0.14995941558441558,3.2232094430304192,0.1452922077922078,1e-05
3.2018037028126902,0.15016233766233766,3.220668009349278,0.14204545454545456,1e-05
3.201519993992595,0.14853896103896103,3.2170684275689063,0.1461038961038961,1e-05
3.200439186839314,0.15381493506493507,3.224767830464747,0.14285714285714285,1e-05
3.195679252797907,0.1590909090909091,3.221571683883667,0.14366883116883117,1e-05
3.200738748946747,0.15280032467532467,3.225261607727447,0.1444805194805195,1e-05
3.200742990939648,0.1544237012987013,3.2199372223445346,0.14123376623376624,1e-05
3.1981611437611766,0.158887987012987,3.2231403914364902,0.1444805194805195,1e-05
3.1978963567064955,0.1534090909090909,3.221061777758908,0.1444805194805195,1e-05
3.1985401549896637,0.15117694805194806,3.222939562487912,0.1452922077922078,1e-05
3.2002904229349904,0.15503246753246752,3.222476612437855,0.1444805194805195,1e-05
